# x0 x1 x2 x3 y
4.929400 0.277270 0.207920 0.336620 -1.000000
4.040500 0.515240 1.027900 1.106000 -1.000000
-2.178600 -6.447900 6.034400 -0.207770 1.000000
0.569530 7.629400 1.575400 -3.223300 -1.000000
0.495710 10.224300 -1.097000 -4.015900 -1.000000
0.384780 6.598900 -0.333600 -0.564660 -1.000000
3.229400 7.739100 -0.378160 -2.540500 -1.000000
-1.011600 -0.190380 -0.905970 0.003003 1.000000
0.547770 10.375400 -1.543500 -4.163300 -1.000000
-2.089700 10.826500 2.360300 -3.419800 -1.000000
2.536700 2.599000 2.093800 0.200850 -1.000000
-6.752600 8.817200 -0.061983 -3.725000 1.000000
0.778050 6.642400 -1.142500 -1.057300 -1.000000
4.407200 -0.070365 2.041600 1.131900 -1.000000
-0.831210 0.039307 0.053690 -0.231050 1.000000
0.379840 0.709750 0.757160 -0.444410 -1.000000
-0.863390 1.934800 -2.372900 -1.089700 1.000000
0.777650 5.978100 1.194100 -0.352600 -1.000000
-1.778100 0.854600 7.130300 0.027572 -1.000000
-3.269200 -12.740600 15.557300 -0.141820 1.000000
-3.230500 -7.213500 11.643300 -0.946130 1.000000
0.621200 3.677100 -4.077100 -2.071100 1.000000
-0.298580 2.476900 -2.951200 -0.661650 1.000000
4.564500 -3.627500 2.868400 0.277140 -1.000000
1.055200 1.185700 -2.641100 0.110330 1.000000
5.735300 5.280800 -2.259800 0.075416 -1.000000
4.196200 0.744930 0.832560 0.753000 -1.000000
0.266370 0.732520 -0.678910 0.035330 1.000000
-1.005000 0.084831 -0.246200 0.456880 1.000000
3.358300 10.356700 -3.730100 -3.699100 -1.000000
4.142500 -3.679200 3.828100 1.629700 -1.000000
-0.248110 -0.177970 4.906800 0.154290 -1.000000
-0.847100 3.132900 -3.011200 -2.938800 1.000000
-1.338900 1.552000 7.080600 1.031000 -1.000000
-0.878340 3.257000 -3.677800 -3.294400 1.000000
0.234600 -4.515200 2.119500 1.444800 1.000000
-0.959230 -6.712800 4.985700 0.328860 1.000000
3.024200 -3.337800 2.586500 -0.547850 -1.000000
-0.720680 -6.758300 5.840800 0.623690 1.000000
2.483000 6.615500 -0.792870 -0.908630 -1.000000
4.559700 -2.421100 2.641300 1.616800 -1.000000
-1.576800 10.843000 2.546200 -2.936200 -1.000000
-2.124100 -6.896900 5.599200 -0.471560 1.000000
0.761630 5.820900 1.195900 -0.646130 -1.000000
-0.213940 -0.682870 0.096532 1.196500 1.000000
5.173100 3.960600 -1.983000 0.407740 -1.000000
-6.508400 8.769600 0.231910 -3.937000 1.000000
-0.539660 7.327300 0.465830 -1.454300 -1.000000
2.131900 -2.040300 2.557400 -0.061652 -1.000000
-0.126240 10.321600 -3.712100 -6.118500 -1.000000
-3.026500 -0.062088 0.686040 -0.055186 1.000000
-4.002500 -13.497900 17.677200 -3.320200 1.000000
3.409200 5.404900 -2.522800 -0.899580 -1.000000
-0.409510 -0.155210 0.060545 -0.088807 1.000000
-5.166100 8.043300 0.044265 -4.498300 1.000000
3.518900 6.332000 -1.779100 -0.020273 -1.000000
2.610400 8.008100 -0.235920 -1.760800 -1.000000
0.636550 5.202200 -5.215900 -6.121100 1.000000
-3.386300 -12.988900 13.054500 -2.720200 1.000000
5.306300 5.268400 -2.890400 -0.527160 -1.000000
1.131700 3.964700 3.397900 0.843510 -1.000000
0.929700 -3.797100 4.642900 -0.295700 -1.000000
-1.841100 10.830600 2.769000 -3.090100 -1.000000
3.694100 -3.948200 4.262500 1.157700 -1.000000
0.519500 -3.263300 3.089500 -0.984900 -1.000000
-5.294300 -5.146300 10.333200 -1.118100 1.000000
1.579900 -4.707600 7.918600 -1.548700 -1.000000
0.904070 3.370800 -4.498700 -3.696500 1.000000
0.642150 3.128700 4.293300 0.646960 -1.000000
3.848100 10.153900 -3.856100 -4.222800 -1.000000
0.188680 0.701480 -0.511820 0.005589 1.000000
-2.914600 4.053700 -0.456990 -4.032700 1.000000
-3.551000 1.895500 0.186500 -2.440900 1.000000
-1.278600 -2.408700 4.573500 0.476270 1.000000
-3.608500 3.325300 -0.519540 -3.573700 1.000000
-1.445400 -8.438500 8.848300 0.968940 1.000000
1.866400 7.776300 -0.238490 -2.963400 -1.000000
1.935800 8.165400 -0.023425 -2.258600 -1.000000
-4.195800 -8.181900 12.129100 -1.601700 1.000000
-0.419650 2.909400 -1.785900 -2.206900 1.000000
2.957100 -4.593800 5.906800 0.571960 -1.000000
3.781800 -2.884600 2.255800 -0.157340 -1.000000
5.086000 3.279800 -1.270100 1.118900 -1.000000
3.086400 -2.584500 2.230900 0.309470 -1.000000
4.544700 8.227400 -2.416600 -1.587500 -1.000000
-0.960700 2.696300 -3.122600 -1.312100 1.000000
3.476900 -0.153140 2.530000 2.449500 -1.000000
-0.365060 2.892800 -3.646100 -3.060300 1.000000
-1.988100 0.999450 -0.285620 -0.700440 1.000000
-3.073100 -0.531810 2.387700 0.776270 1.000000
1.018200 9.109000 -0.620640 -1.712900 -1.000000
-4.209100 4.728300 -0.491260 -5.215900 1.000000
4.154200 7.275600 -2.476600 -1.209900 -1.000000
0.329200 -4.455200 4.571800 -0.988800 -1.000000
-0.644720 -4.606200 8.347000 -2.709900 -1.000000
2.251700 -5.142200 4.291600 -1.248700 -1.000000
3.628900 0.813220 1.627700 0.776270 -1.000000
3.657500 7.279700 -2.269200 -1.144000 -1.000000
3.923200 -3.246700 3.457900 0.837050 -1.000000
0.121260 0.223470 -0.473270 0.970240 1.000000
2.263400 -4.486200 3.655800 -0.612510 -1.000000
3.689400 9.887000 -4.078800 -4.366400 -1.000000
4.796500 6.985900 -1.996700 -0.350010 -1.000000
1.296000 4.285500 -4.845700 -2.901300 1.000000
-3.593300 0.229680 0.712600 -0.333200 1.000000
-0.383880 -1.047100 8.051400 0.495670 -1.000000
-1.327400 9.498000 2.440800 -5.268900 -1.000000
-2.620000 -6.855500 6.216900 -0.622850 1.000000
1.098700 0.639400 5.989000 -0.582770 -1.000000
-0.703460 2.957000 -3.594700 -3.145700 1.000000
3.241400 0.409710 1.401500 1.195200 -1.000000
0.243940 1.473300 -1.419200 -0.585350 1.000000
-0.278020 8.188100 -3.133800 -2.527600 -1.000000
-1.758200 2.739700 -2.532300 -2.234000 1.000000
-2.572400 -0.956020 2.707300 -0.166390 1.000000
4.258600 11.296200 -4.094300 -4.345700 -1.000000
-1.834300 -6.590700 5.642900 0.549980 1.000000
4.827200 3.068700 0.686040 0.807310 -1.000000
2.046600 2.030000 2.176100 -0.083634 -1.000000
-0.117830 -1.578900 8.030000 -0.028031 -1.000000
2.194300 4.550300 -4.976000 -2.725400 1.000000
2.227900 4.095100 -4.803700 -2.111200 1.000000
-2.991500 -6.625800 8.652100 1.819800 1.000000
0.813560 9.156600 -2.149200 -4.181400 -1.000000
-0.817200 3.381200 -3.668400 -3.456000 1.000000
-2.883300 1.771300 0.689460 -0.463800 1.000000
2.721300 7.050000 -0.588080 0.418090 -1.000000
0.862020 2.696300 4.290800 0.547390 -1.000000
-3.320300 -0.026910 2.961800 -0.449580 1.000000
-0.071503 3.741200 -4.541500 -4.252600 1.000000
2.042100 1.243600 4.217100 0.904290 -1.000000
3.977100 11.151300 -3.927200 -4.344400 -1.000000
1.811400 7.606700 -0.978800 -2.466800 -1.000000
3.591200 3.012900 0.728880 0.564210 -1.000000
-0.016103 9.748400 0.153940 -1.613400 -1.000000
4.567900 3.192900 -2.105500 0.296530 -1.000000
-1.100500 -7.250800 6.013900 0.368950 1.000000
4.103800 -4.806900 3.349100 -0.492250 -1.000000
2.896900 0.707680 2.290000 1.866300 -1.000000
-3.392400 3.356400 -0.720040 -3.523300 1.000000
3.543800 1.239500 1.997000 2.154700 -1.000000
-4.486100 -13.288900 17.308700 -3.219400 1.000000
4.743200 2.108600 0.136800 1.654300 -1.000000
-5.881800 7.658400 0.555800 -2.915500 1.000000
0.643760 3.764000 -4.473800 -4.048300 1.000000
5.786700 7.890200 -2.619600 -0.487080 -1.000000
1.640600 3.548800 1.396400 -0.364240 -1.000000
4.323900 -4.883500 3.435600 -0.577600 -1.000000
0.173460 7.869500 0.268760 -3.788300 -1.000000
-5.240600 6.625800 -0.199080 -6.860700 1.000000
-1.667700 -7.153500 7.892900 0.967650 1.000000
0.428300 -0.949810 -1.073100 0.321100 1.000000
2.971900 6.836900 -0.270200 0.712910 -1.000000
-1.695200 1.065700 8.829400 0.949550 -1.000000
1.040000 -6.932100 8.288800 -1.299100 -1.000000
-1.807600 -8.813100 8.708600 -0.216820 1.000000
-1.749000 -6.332000 6.098700 0.142660 1.000000
-2.261700 -4.742800 6.348900 0.111620 1.000000
0.066129 2.491400 -2.940100 -0.621560 1.000000
-3.589500 -6.572000 10.525100 -0.163810 1.000000
-3.681700 3.223900 -0.693470 -3.400400 1.000000
-0.985400 -6.661000 5.824500 0.546100 1.000000
0.570600 -0.024841 1.242100 -0.562080 -1.000000
4.289900 9.181400 -4.606700 -4.326300 -1.000000
3.598200 7.130700 -1.303500 0.212480 -1.000000
0.274510 9.218600 -3.286300 -4.844800 -1.000000
1.326400 1.032600 5.656600 -0.413370 -1.000000
1.257200 4.873100 -5.286100 -5.874100 1.000000
3.242200 6.226500 0.122240 -1.446600 -1.000000
2.852300 9.009600 -3.761000 -3.337100 -1.000000
1.023500 6.901000 -2.006200 -2.712500 -1.000000
-1.149700 1.295400 7.701000 0.626270 -1.000000
-0.697450 -1.767200 -0.344740 -0.123720 1.000000
3.946000 6.851400 -1.544300 -0.558200 -1.000000
1.899300 7.662500 0.153940 -3.110800 -1.000000
0.528550 0.964270 4.024300 -1.048300 -1.000000
0.116860 3.735000 -4.437900 -4.374100 1.000000
1.000900 7.784600 -0.282190 -2.660800 -1.000000
1.480600 7.637700 -2.787600 -1.034100 -1.000000
0.273310 4.877300 -4.919400 -5.819800 1.000000
1.509900 0.039307 6.233200 -0.303460 -1.000000
0.743070 11.170000 -1.382400 -4.072800 -1.000000
3.744000 0.794590 0.958510 1.007700 -1.000000
-7.036400 9.293100 0.165940 -4.539600 1.000000
2.372900 10.472600 -3.008700 -3.201300 -1.000000
-4.067900 2.495500 0.795710 -1.103900 1.000000
1.941000 0.463510 4.647200 1.087900 -1.000000
-5.525000 6.325800 0.897680 -6.624100 1.000000
3.618100 -3.745400 2.827300 -0.712080 -1.000000
-0.006892 9.293100 -0.412430 -1.963800 -1.000000
2.105900 7.604600 -0.477550 -1.846100 -1.000000
-1.848300 0.310380 0.773440 1.418900 1.000000
-2.588000 3.865400 -0.333600 -1.279700 1.000000
1.932100 6.042300 0.260190 -2.053000 -1.000000
0.654970 5.181500 1.067300 -0.421130 -1.000000
2.391700 4.556500 -4.988800 -2.898700 1.000000
5.878200 5.940900 -2.854400 -0.608630 -1.000000
1.774700 -6.433400 8.150000 -0.898280 -1.000000
-1.055500 0.794590 -1.696800 -0.467680 1.000000
4.137300 0.492480 1.093000 1.827600 -1.000000
-0.337290 -0.649760 7.665900 0.723260 -1.000000
2.392500 9.798000 -3.036100 -2.822400 -1.000000
-3.223800 2.793500 0.322740 -0.860780 1.000000
0.154230 0.117940 -1.682300 0.595240 1.000000
2.808400 11.304500 -3.339400 -4.419400 -1.000000
3.896900 7.416300 -1.824500 0.140070 -1.000000
1.934000 -0.000009 4.816000 -0.339670 -1.000000
3.793500 7.985300 -2.547700 -1.872000 -1.000000
3.910200 6.065000 -2.453400 -0.682340 -1.000000
1.340300 4.132300 -4.701800 -2.598700 1.000000
-3.388400 -8.215000 10.331500 0.981870 1.000000
-5.121600 -5.311800 10.384600 -1.061200 1.000000
3.559400 1.307800 1.291000 1.655600 -1.000000
0.324440 10.067000 -1.198200 -4.128400 -1.000000
5.042900 -0.529740 0.504390 1.106000 -1.000000
2.019300 0.823560 4.636900 1.420200 -1.000000
-1.011200 2.998400 -1.166400 -1.618500 1.000000
-2.140500 -0.167620 1.321000 -0.209060 1.000000
0.642950 7.101800 0.349300 -0.413370 -1.000000
2.152600 -6.166500 8.083100 -0.343550 -1.000000
-2.839100 -6.630000 10.484900 -0.421130 1.000000
-6.059800 9.295200 -0.436420 -6.369400 1.000000
0.441250 2.948700 4.322500 0.715500 -1.000000
2.598900 3.517800 0.762300 0.811190 -1.000000
0.331110 4.573100 2.057000 -0.189670 -1.000000
3.947900 -3.772300 2.883000 0.019813 -1.000000
1.019100 2.330000 4.933400 0.829290 -1.000000
-4.944700 3.300500 1.063000 -1.444000 1.000000
3.375600 -4.095100 4.367000 1.069800 -1.000000
2.084300 6.625800 0.483820 -2.213400 -1.000000
-2.105900 1.181500 -0.533240 -0.827160 1.000000
4.936200 7.604600 -2.342900 -0.853020 -1.000000
-1.442700 3.292200 -1.970200 -3.439200 1.000000
-2.591900 -1.055300 3.894900 0.777570 1.000000
4.728500 2.106500 -0.283050 1.562500 -1.000000
3.658200 5.686400 -1.715700 -0.237510 -1.000000
3.938200 0.929100 0.785430 0.676700 -1.000000
-5.637000 8.126100 0.130810 -5.014200 1.000000
1.942900 6.396100 0.092248 0.581020 -1.000000
4.454900 2.497600 1.031300 0.968940 -1.000000
-3.518000 2.876300 0.154800 -1.208600 1.000000
5.358600 3.755700 -1.734500 1.078900 -1.000000
-1.252800 10.203600 2.178700 -5.603800 -1.000000
3.912100 2.973500 0.928520 0.605580 -1.000000
-2.565000 -5.789900 6.012200 0.046968 1.000000
0.803550 2.847300 4.343900 0.601700 -1.000000
-0.898090 -4.486200 2.200900 0.507310 1.000000
-0.092194 0.393150 -0.328460 -0.137940 1.000000
-4.147900 7.122500 -0.083404 -6.417200 1.000000
-0.429400 -0.146930 0.044265 -0.156050 1.000000
0.562320 1.001500 -2.272600 -0.006049 1.000000
-1.858400 7.886000 -1.664300 -1.838400 -1.000000
-3.379300 -13.773100 17.927400 -2.032300 1.000000
2.127400 5.193900 -1.797100 -1.176300 -1.000000
2.396900 0.235890 4.847700 1.437000 -1.000000
-1.979000 3.230100 -1.357500 -2.581900 1.000000
5.681000 7.795000 -2.684800 -0.925440 -1.000000
0.570600 -0.024800 1.242100 -0.562100 -1.000000
3.916600 10.249100 -4.092600 -4.465900 -1.000000
-3.563700 -8.382700 12.393000 -1.282300 1.000000
0.433900 5.539500 2.033000 -0.404320 -1.000000
-1.595100 -6.572000 4.768900 -0.943540 1.000000
-1.166700 -1.423700 2.924100 0.661190 1.000000
0.248350 7.643900 0.988500 -0.873710 -1.000000
-1.366000 0.184160 0.905390 1.580600 1.000000
4.097200 0.469720 1.667100 0.915930 -1.000000
2.679900 3.134900 0.340730 0.584890 -1.000000
-3.187500 -7.575600 11.867800 -0.578890 1.000000
3.798200 10.423000 -4.160200 -4.972800 -1.000000
2.371800 7.490800 0.015989 -1.741400 -1.000000
-0.508160 2.868000 -1.810800 -2.261200 1.000000
0.929700 -3.797100 4.642900 -0.295700 -1.000000
-2.419800 -0.244180 0.701460 0.418090 1.000000
0.889920 2.263800 -3.104600 -0.118550 1.000000
5.494400 1.547800 0.041694 1.928400 -1.000000
0.704900 0.171740 -1.785900 0.361190 1.000000
0.329200 -4.455200 4.571800 -0.988800 -1.000000
-0.626840 -6.301000 4.784300 1.106000 1.000000
-3.568100 -8.213000 10.083000 0.967650 1.000000
-2.221400 -0.237980 0.560080 0.056020 1.000000
4.569100 -4.455200 3.176900 0.004296 -1.000000
2.774400 6.857600 -1.067100 0.075416 -1.000000
-1.670600 -2.090000 1.584000 0.711620 1.000000
2.439100 6.441700 -0.807430 -0.691390 -1.000000
-2.791400 1.773400 6.775600 -0.399150 -1.000000
0.519470 -3.263300 3.089500 -0.984920 -1.000000
4.601400 5.626400 -2.123500 0.193090 -1.000000
-3.006100 -12.237700 11.955200 -2.160300 1.000000
-2.321100 3.166000 -1.000200 -2.715100 1.000000
1.450100 3.606700 -4.055700 -1.596600 1.000000
2.916300 10.830600 -3.343700 -4.122000 -1.000000
0.202160 1.918200 -3.282800 -0.617680 1.000000
4.277200 2.495500 0.485540 0.361190 -1.000000
2.508900 6.841000 -0.029423 0.449120 -1.000000
-2.647900 10.137400 -1.331000 -5.470700 -1.000000
2.015300 0.436610 4.586400 -0.315100 -1.000000
1.640800 4.250300 -4.902300 -2.662100 1.000000
4.275600 -2.652800 2.137500 0.944370 -1.000000
4.055200 0.401430 1.456300 0.653430 -1.000000
0.748410 7.275600 1.150400 -0.538800 -1.000000
4.055200 -2.458300 2.280600 1.032300 -1.000000
0.250350 9.326200 -3.687300 -6.254300 -1.000000
3.999400 0.904270 1.169300 1.689200 -1.000000
3.926200 6.029900 -2.015600 -0.065531 -1.000000
-1.955500 0.206920 1.247300 -0.370700 1.000000
-0.266540 -0.645620 -0.420140 0.891360 1.000000
3.269200 3.418400 0.207060 -0.066824 -1.000000
-2.978600 2.344500 0.526670 -0.401730 1.000000
3.735200 9.591100 -3.903200 -3.348700 -1.000000
3.464200 10.687800 -3.407100 -4.109000 -1.000000
0.616520 3.894400 -4.727500 -4.394800 1.000000
2.486000 -0.995330 5.340400 -0.154750 -1.000000
-6.336400 9.284800 0.014275 -6.784400 1.000000
4.656200 7.639800 -2.424300 -1.238400 -1.000000
5.241800 10.538800 -4.117400 -4.279700 -1.000000
2.994000 7.201100 -1.215300 0.321100 -1.000000
2.000700 1.864400 2.649100 0.473690 -1.000000
4.605400 -4.076500 2.758700 0.319810 -1.000000
-0.657670 -2.801800 3.711500 0.997390 1.000000
-6.397900 6.447900 1.083600 -6.617600 1.000000
-3.580100 -12.930900 13.177900 -2.567700 1.000000
-0.887280 2.808000 -3.143200 -1.203500 1.000000
1.838400 6.063000 0.547230 0.512480 -1.000000
1.065200 8.368200 -1.400400 -1.650900 -1.000000
-2.589900 -0.391100 0.934520 0.429720 1.000000
-1.638600 3.358400 -1.730200 -3.564600 1.000000
-0.131440 -1.777500 8.331600 0.352140 -1.000000
-4.021400 -12.800600 15.619900 -0.956470 1.000000
3.802300 -3.869600 4.044000 0.953430 -1.000000
3.366900 -5.185600 3.693500 -1.142700 -1.000000
-4.396700 4.960100 -0.648920 -5.471900 1.000000
-1.300000 10.267800 -2.953000 -5.863800 -1.000000
3.586200 -3.095700 2.809300 0.244810 -1.000000
3.929400 1.411200 1.807600 0.897820 -1.000000
1.781900 6.917600 -1.274400 -1.575900 -1.000000
-1.726300 -6.023700 5.241900 0.295240 1.000000
2.242900 -4.142700 5.233300 -0.401730 -1.000000
-2.826700 -9.040700 9.069400 -0.982330 1.000000
-2.226100 12.539800 2.943800 -3.525800 -1.000000
2.126500 6.878300 0.447840 -2.222400 -1.000000
-1.911600 -6.160300 5.606000 0.485330 1.000000
4.247800 7.695600 -2.769600 -1.076700 -1.000000
-1.972500 2.882500 -2.308600 -2.372400 1.000000
-1.998300 -6.607200 4.825400 -0.419840 1.000000
2.532800 7.528000 -0.419290 -2.647800 -1.000000
-0.014902 -1.024300 -0.940240 0.649550 1.000000
4.213400 -2.806000 2.011600 0.674120 -1.000000
4.071500 7.639800 -2.082400 -1.169800 -1.000000
4.240600 -2.485200 1.608000 0.715500 -1.000000
-0.348900 3.192900 -3.405400 -3.183200 1.000000
-2.902000 -7.656300 11.831800 -0.842680 1.000000
-2.262300 12.117700 0.288460 -7.758100 -1.000000
4.166500 -0.444900 0.234480 0.278430 -1.000000
4.202700 0.227610 0.961080 0.972820 -1.000000
-3.112800 -6.841000 10.740200 -1.017200 1.000000
-2.167400 0.124150 -1.046500 -0.862080 1.000000
-0.270680 3.267400 -3.556200 -3.088800 1.000000
5.201200 0.326940 0.179650 1.179700 -1.000000
-1.256800 -1.473300 2.871800 0.446530 1.000000
5.262000 3.983400 -1.557200 1.010300 -1.000000
2.783100 10.979600 -3.557000 -4.403900 -1.000000
3.545800 9.371800 -4.035100 -3.956400 -1.000000
-6.424700 9.531100 0.022844 -6.851700 1.000000
0.965740 8.393000 -1.361000 -1.465900 -1.000000
3.936200 10.162200 -3.823500 -4.017200 -1.000000
-1.505500 0.070346 6.868100 -0.506480 -1.000000
0.722520 -0.053811 5.670300 -1.350900 -1.000000
-0.167350 7.627400 1.206100 -3.624100 -1.000000
4.339800 -5.303600 3.880300 -0.704320 -1.000000
-3.730000 -12.972300 12.981700 -2.684000 1.000000
-1.423300 -0.989120 2.358600 0.394810 1.000000
-0.117160 0.604220 -0.385870 -0.059065 1.000000
-0.510030 -0.235910 0.020273 0.763340 1.000000
1.981800 9.262100 -3.521000 -1.872000 -1.000000
4.807700 2.232700 -0.263340 1.553400 -1.000000
-3.895200 3.815700 -0.313040 -3.819400 1.000000
-0.048008 -1.603700 8.475600 0.755580 -1.000000
-2.398300 12.606000 2.946400 -5.788800 -1.000000
3.752200 -3.697800 3.994300 1.305100 -1.000000
0.967080 3.842600 -4.931400 -4.132300 1.000000
0.299610 7.132800 -0.314750 -1.182800 -1.000000
0.588360 10.772700 -1.388400 -4.327600 -1.000000
-1.253700 10.880300 1.931000 -4.323700 -1.000000
0.379800 0.709800 0.757200 -0.444400 -1.000000
3.582900 1.442300 1.021900 1.400800 -1.000000
-2.988300 0.312450 0.450410 0.068951 1.000000
2.212300 -5.839500 7.768700 -0.853020 -1.000000
-2.508400 -0.227630 1.488000 1.206900 1.000000
-0.360250 -4.449000 2.106700 0.943080 1.000000
0.868160 10.242900 -1.491200 -4.008200 -1.000000
2.013900 6.141600 0.379290 0.569380 -1.000000
0.757360 3.029400 2.916400 -0.068117 -1.000000
-1.119300 10.727100 2.093800 -5.650400 -1.000000
5.851900 5.390500 -2.403700 -0.061652 -1.000000
-2.234000 -7.031400 7.493600 0.613340 1.000000
-3.807300 -8.097100 10.177200 0.650840 1.000000
3.424600 -0.146930 0.803420 0.291360 -1.000000
-5.204900 7.259000 0.070827 -7.300400 1.000000
-2.314200 2.083800 -0.468130 -1.676700 1.000000
1.318300 1.901700 -3.311100 0.065071 1.000000
-3.277800 1.802300 0.180500 -2.393100 1.000000
4.093200 5.413200 -1.821900 0.235760 -1.000000
2.877000 -4.059900 3.625900 -0.325440 -1.000000
-3.574100 3.944000 -0.079120 -2.120300 1.000000
2.954300 1.076000 0.645770 0.893940 -1.000000
-0.708670 -5.560200 4.048300 0.903000 1.000000
1.896700 -2.516300 2.809300 -0.797420 -1.000000
0.927030 9.431800 -0.662630 -1.672800 -1.000000
0.884440 6.590600 0.558370 -0.441820 -1.000000
4.406900 10.907200 -4.577500 -4.427100 -1.000000
3.802700 0.815290 2.104100 1.024500 -1.000000
-2.004600 -0.494570 1.333000 1.654300 1.000000
0.570600 -0.024800 1.242100 -0.562100 -1.000000
-3.820300 -13.055100 16.958300 -2.305200 1.000000
3.621600 8.666100 -2.807300 -0.446990 -1.000000
4.384600 -4.879400 3.366200 -0.029324 -1.000000
4.336500 -3.584000 3.688400 0.749120 -1.000000
0.867360 5.564300 1.676500 -0.167690 -1.000000
0.379800 0.709800 0.757200 -0.444400 -1.000000
-2.966200 -10.325700 8.784000 -2.113800 1.000000
3.466900 6.870000 -1.056800 -0.731470 -1.000000
-0.233560 3.240500 -3.066900 -2.778400 1.000000
-1.858400 7.886000 -1.664300 -1.838400 -1.000000
3.329900 0.912540 1.580600 0.393520 -1.000000
-2.281100 -0.856690 2.718500 0.044382 1.000000
-0.370130 -5.554000 4.774900 1.547000 1.000000
4.646400 10.532600 -4.585200 -4.206000 -1.000000
-3.889400 -7.832200 9.820800 0.474980 1.000000
4.216400 9.460700 -4.928800 -5.236600 -1.000000
-0.001285 0.138630 -0.196510 0.008175 1.000000
5.112900 -0.498710 0.628630 1.118900 -1.000000
-0.416450 0.324870 -0.336170 -0.360360 1.000000
3.462600 -4.449000 3.542700 0.154290 -1.000000
3.821300 0.231750 2.013300 2.056400 -1.000000
0.680870 2.325900 4.908500 0.549980 -1.000000
4.650000 -4.829700 3.455300 -0.251740 -1.000000
4.160500 11.219600 -3.613600 -4.081900 -1.000000
-4.886100 7.054200 -0.172520 -6.959000 1.000000
1.647200 0.482130 4.744900 1.225000 -1.000000
0.115920 3.221900 -3.430200 -2.845700 1.000000
0.737600 4.852500 -4.798600 -5.665900 1.000000
-7.042100 9.200000 0.259330 -4.683200 1.000000
-5.119000 6.648600 -0.049987 -6.520600 1.000000
-2.410000 3.743300 -0.402150 -1.295300 1.000000
-1.698800 -7.116300 5.790200 0.167230 1.000000
-1.602900 -0.389030 1.620000 1.910300 1.000000
-0.602540 1.723700 -2.150100 -0.770270 1.000000
-1.855400 -9.603500 7.776400 -0.977160 1.000000
3.899900 1.734000 1.601100 0.967650 -1.000000
0.379800 0.709800 0.757200 -0.444400 -1.000000
-0.705600 8.724100 2.221500 -4.596500 -1.000000
1.143200 -3.741300 5.577700 -0.635780 -1.000000
-0.895690 3.002500 -3.606700 -3.445700 1.000000
-1.300000 10.267800 -2.953000 -5.863800 -1.000000
1.151800 1.386400 5.272700 -0.435360 -1.000000
-0.873400 1.653300 -2.196400 -0.780610 1.000000
3.446500 2.950800 1.027100 0.546100 -1.000000
-0.304320 2.652800 -2.775600 -0.656470 1.000000
0.751080 1.916100 -3.109800 -0.205180 1.000000
3.456600 9.522800 -4.011200 -3.594400 -1.000000
-1.040100 9.398700 0.859980 -5.333600 -1.000000
-6.281500 6.665100 0.525810 -7.010700 1.000000
-0.216610 8.032900 1.884800 -3.885300 -1.000000
4.134900 6.118900 -2.429400 -0.196130 -1.000000
3.240300 -3.708200 5.280400 0.412910 -1.000000
-2.494100 3.544700 -1.372100 -2.848300 1.000000
0.740670 1.729900 -3.196300 -0.145700 1.000000
-0.973250 -6.416800 5.602600 1.032300 1.000000
-0.556480 3.213600 -3.308500 -2.796500 1.000000
-0.286960 3.178400 -3.576700 -3.189600 1.000000
-4.211000 -12.473600 14.970400 -1.388400 1.000000
3.121900 -3.137000 1.925900 -0.374580 -1.000000
-3.358200 -7.240400 11.441900 -0.571130 1.000000
0.382510 6.812100 1.812800 -0.612510 -1.000000
-2.052900 3.838500 -0.795440 -1.213800 1.000000
1.356200 3.213600 4.346500 0.786620 -1.000000
0.570600 -0.024800 1.242100 -0.562100 -1.000000
-1.896900 -6.789300 5.276100 -0.325440 1.000000
2.194800 1.378100 1.158200 0.857740 -1.000000
-1.938900 1.570600 0.045979 -1.122000 1.000000
0.009661 3.561200 -4.407000 -4.410300 1.000000
1.820500 6.756200 0.009991 0.394810 -1.000000
1.957200 -5.115300 8.612700 -1.429700 -1.000000
-1.754900 -0.080711 -0.757740 -0.370700 1.000000
3.763500 2.781100 0.661190 0.341790 -1.000000
-2.066200 0.169670 -1.005400 -0.829750 1.000000
1.594000 4.705500 1.375800 0.081882 -1.000000
1.602000 6.125100 0.529240 0.478860 -1.000000
-0.539000 -5.167000 3.439900 0.052141 1.000000
-3.622700 3.995800 -0.358450 -3.904700 1.000000
1.793900 -1.117400 1.545400 -0.260790 -1.000000
